Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2022-05-17,2022-05-19,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-05-16,2022-05-17,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-16,2022-05-17,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-16,2022-05-17,7100,TST* Half Moon Bay Bre,Dining,215.00,
2022-05-16,2022-05-16,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,430.00
2022-05-16,2022-05-16,7100,AAA INSURANCE,Insurance,249.75,
2022-05-15,2022-05-16,7100,CHEVRON 0203186,Gas/Automotive,36.78,
2022-05-13,2022-05-16,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-13,2022-05-14,7100,MCDONALDS  F6641,Dining,10.71,
2022-05-13,2022-05-14,7100,PEET'S #04502,Dining,3.95,
2022-05-13,2022-05-14,7100,CHEVRON 0370118,Gas/Automotive,51.75,
2022-05-12,2022-05-14,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-12,2022-05-13,7100,MAJIKKU RAMEN,Dining,36.00,
2022-05-12,2022-05-13,7100,PEET'S #04502,Dining,3.95,
2022-05-11,2022-05-13,7100,SMCCD CSM BOOKSTORE,Merchandise,2.79,
2022-05-11,2022-05-13,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-11,2022-05-13,7100,SMCCD CSM BOOKSTORE,Merchandise,4.00,
2022-05-12,2022-05-12,7100,GRAND HOT POT,Dining,179.45,
2022-05-10,2022-05-12,7100,TACO BELL 30796,Dining,8.07,
2022-05-10,2022-05-11,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-05-10,2022-05-11,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-10,2022-05-11,7100,ATT* BILL PAYMENT,Phone/Cable,94.84,
2022-05-10,2022-05-11,7100,Amazon Prime*1L58H9601,Other Services,149.77,
2022-05-10,2022-05-10,7100,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,671.11
2022-05-09,2022-05-10,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-09,2022-05-10,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-09,2022-05-10,7100,TARGET        00011221,Merchandise,15.56,
2022-05-08,2022-05-10,7100,SAFEWAY #1138,Merchandise,63.02,
2022-05-08,2022-05-09,7100,PEET'S #04502,Dining,5.10,
2022-05-07,2022-05-09,7100,IN N OUT BURGER 257,Dining,20.02,
2022-05-06,2022-05-09,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-06,2022-05-07,7100,JTI*TWITCHTV SUB SRVCS,Other Services,4.99,
2022-05-06,2022-05-07,7100,PEET'S #04502,Dining,3.95,
2022-05-06,2022-05-07,7100,CHEVRON 0204974,Gas/Automotive,52.13,
2022-05-06,2022-05-07,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-05-05,2022-05-07,7100,TACO BELL 30796,Dining,12.64,
2022-05-05,2022-05-07,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-05,2022-05-06,7100,REDWOOD SKYLINE,Dining,13.01,
2022-05-04,2022-05-06,7100,PCHRG INC,Dining,160.00,
2022-05-04,2022-05-06,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-03,2022-05-05,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-03,2022-05-05,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-04,2022-05-04,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1149.81
2022-05-02,2022-05-04,7100,SMCCD CSM BOOKSTORE,Merchandise,3.28,
2022-05-02,2022-05-04,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-05-02,2022-05-04,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-02,2022-05-04,7100,SAFEWAY #1138,Merchandise,37.55,
2022-05-02,2022-05-03,7100,DD DOORDASH YAMASUSHI,Dining,49.56,
2022-05-01,2022-05-02,7100,MCDONALDS  F6641,Dining,21.42,
2022-05-02,2022-05-02,7100,Spotify USA,Phone/Cable,9.99,
2022-04-30,2022-05-02,7100,TACO BELL 30796,Dining,17.92,
2022-04-29,2022-05-02,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-29,2022-04-30,7100,DOORDASH DASHPASS,Dining,9.99,
2022-04-29,2022-04-30,7100,PEET'S #04502,Dining,3.95,
2022-04-28,2022-04-30,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-28,2022-04-30,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-28,2022-04-30,7100,IN N OUT BURGER 257,Dining,19.80,
2022-04-28,2022-04-29,7100,REDWOOD SKYLINE,Dining,8.76,
2022-04-28,2022-04-29,7100,CHEVRON 0204974,Gas/Automotive,50.91,
2022-04-27,2022-04-29,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-28,2022-04-28,7100,APPLE.COM/BILL,Internet,0.99,
2022-04-27,2022-04-28,7100,IZUMI SUSHI,Dining,200.00,
2022-04-27,2022-04-28,7100,REDWOOD SKYLINE,Dining,8.76,
2022-04-26,2022-04-27,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-26,2022-04-27,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-26,2022-04-27,7100,MAJIKKU RAMEN,Dining,35.00,
2022-04-25,2022-04-26,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-25,2022-04-26,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-25,2022-04-26,7100,TST* LUPULO CRAFT BEER,Dining,40.00,
2022-04-24,2022-04-25,7100,DT PAY BY SPACE,Gas/Automotive,3.75,
2022-04-25,2022-04-25,7100,APPLE.COM/BILL,Internet,14.99,
2022-04-24,2022-04-25,7100,TST* Penny Ice Creamer,Dining,8.25,
2022-04-24,2022-04-25,7100,CHEVRON 0370118,Gas/Automotive,55.75,
2022-04-23,2022-04-25,7100,IN N OUT BURGER 257,Dining,19.80,
2022-04-23,2022-04-25,7100,TACO BELL 30796,Dining,17.92,
2022-04-22,2022-04-25,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-04-22,2022-04-23,7100,CANTEEN VENDING,Dining,1.85,
2022-04-22,2022-04-23,7100,PEET'S #04502,Dining,3.95,
2022-04-21,2022-04-23,7100,IN N OUT BURGER 257,Dining,19.80,
2022-04-21,2022-04-22,7100,PEET'S #04502,Dining,3.95,
2022-04-20,2022-04-22,7100,PCHRG INC,Dining,160.00,
2022-04-20,2022-04-22,7100,SMCCD CSM BOOKSTORE,Merchandise,2.49,
2022-04-20,2022-04-22,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-20,2022-04-22,7100,SAFEWAY #1138,Merchandise,22.54,
2022-04-20,2022-04-21,7100,PEET'S #04502,Dining,3.95,
2022-04-19,2022-04-21,7100,SAFEWAY #1138,Merchandise,59.88,
2022-04-19,2022-04-20,7100,SMCCD CSM BOOKSTORE,Merchandise,6.49,
2022-04-19,2022-04-20,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-18,2022-04-19,7100,SHABUWAY,Dining,45.00,
2022-04-18,2022-04-19,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-18,2022-04-19,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-17,2022-04-18,7100,MCDONALDS  F6641,Dining,20.87,
2022-04-17,2022-04-18,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1049.09
2022-04-15,2022-04-18,7100,PCHRG INC,Dining,250.00,
2022-04-17,2022-04-18,7100,DD DOORDASH TACOBELL,Dining,17.22,
2022-04-15,2022-04-18,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-16,2022-04-18,7100,CHEVRON 0371658,Gas/Automotive,50.74,
2022-04-16,2022-04-16,7100,AAA INSURANCE,Insurance,249.75,
2022-04-15,2022-04-16,7100,PEET'S #04502,Dining,3.95,
2022-04-14,2022-04-16,7100,SMCCD CSM BOOKSTORE,Merchandise,2.75,
2022-04-14,2022-04-16,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-14,2022-04-16,7100,IN N OUT BURGER 257,Dining,12.80,
2022-04-13,2022-04-14,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-13,2022-04-14,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-14,2022-04-14,7100,TST* Penny Ice Creamer,Dining,6.32,
2022-04-12,2022-04-13,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-12,2022-04-13,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-11,2022-04-13,7100,SAFEWAY #1138,Merchandise,25.73,
2022-04-11,2022-04-12,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-11,2022-04-12,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-11,2022-04-12,7100,CHEVRON 0092712,Gas/Automotive,54.30,
2022-04-10,2022-04-11,7100,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,269.09
2022-04-10,2022-04-11,7100,ATT* BILL PAYMENT,Phone/Cable,94.84,
2022-04-10,2022-04-11,7100,DD DOORDASH PANDAEXPR,Dining,41.14,
2022-04-08,2022-04-11,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-09,2022-04-11,7100,IN N OUT BURGER 257,Dining,19.58,
2022-04-08,2022-04-09,7100,MAJIKKU RAMEN,Dining,37.00,
2022-04-08,2022-04-09,7100,REDWOOD SKYLINE,Dining,14.76,
2022-04-08,2022-04-09,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-04-07,2022-04-08,7100,SMCCD CSM BOOKSTORE,Merchandise,2.49,
2022-04-07,2022-04-08,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-07,2022-04-08,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-04-06,2022-04-08,7100,IN N OUT BURGER 257,Dining,19.80,
2022-04-06,2022-04-07,7100,SMCCD CSM BOOKSTORE,Merchandise,1.00,
2022-04-06,2022-04-07,7100,JTI*TWITCHTV SUB SRVCS,Other Services,4.99,
2022-04-06,2022-04-07,7100,REDWOOD SKYLINE,Dining,8.76,
2022-04-05,2022-04-07,7100,SAFEWAY #1138,Merchandise,41.20,
2022-04-05,2022-04-07,7100,SAFEWAY #1138,Merchandise,14.23,
2022-04-05,2022-04-06,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-04-05,2022-04-06,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-04-04,2022-04-06,7100,60774 - SFO PARKING IT,Gas/Automotive,4.00,
2022-04-04,2022-04-05,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-04-04,2022-04-05,7100,NIJIYA MARKET #63,Merchandise,48.29,
2022-04-04,2022-04-05,7100,SANTA RAMEN EL CAMINO,Dining,35.00,
2022-04-04,2022-04-05,7100,CHEVRON 0370118,Gas/Automotive,78.75,
2022-04-04,2022-04-05,7100,DD DOORDASH WINGSTOP,Dining,17.05,
2022-04-02,2022-04-02,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1866.71
2022-04-02,2022-04-02,7100,Spotify USA,Phone/Cable,9.99,
2022-04-01,2022-04-02,7100,PEET'S #04502,Dining,6.30,
2022-03-31,2022-04-02,7100,TACO BELL 30796,Dining,20.54,
2022-03-29,2022-03-31,7100,DOORDASH*PANDA EXPRESS,Dining,,5.00
2022-03-29,2022-03-31,7100,DOORDASH*MCDONALDS,Dining,,5.00
2022-03-29,2022-03-31,7100,DOORDASH*MCDONALDS,Dining,,5.00
2022-03-29,2022-03-31,7100,DOORDASH*MCDONALDS,Dining,,5.00
2022-03-29,2022-03-31,7100,DOORDASH*CARLS JR.,Dining,,5.00
2022-03-30,2022-03-31,7100,DD DOORDASH MCDONALDS,Dining,,5.00
2022-03-29,2022-03-30,7100,DOORDASH*WINGSTOP,Dining,,5.00
2022-03-29,2022-03-30,7100,DOORDASH*PANDA EXPRESS,Dining,,5.00
2022-03-29,2022-03-30,7100,DOORDASH*PANDA EXPRESS,Dining,,5.00
2022-03-29,2022-03-30,7100,DOORDASH*L&L HAWAIIAN,Dining,,5.00
2022-03-30,2022-03-30,7100,DD DOORDASH MCDONALDS,Dining,,5.00
2022-03-29,2022-03-30,7100,SHENG KEE BAKERY,Dining,11.85,
2022-03-29,2022-03-30,7100,MAJIKKU RAMEN,Dining,100.00,
2022-03-29,2022-03-30,7100,DD DOORDASH TACOBELL,Dining,,5.00
2022-03-29,2022-03-30,7100,DD DOORDASH MCDONALDS,Dining,,5.00
2022-03-28,2022-03-29,7100,PHO HUYNH HIEP 4,Dining,14.09,
2022-03-28,2022-03-29,7100,MCDONALDS  F6641,Dining,10.60,
2022-03-28,2022-03-29,7100,1053PEPSIVEN9147678600,Dining,1.75,
2022-03-28,2022-03-29,7100,CANTEEN VENDING,Dining,1.85,
2022-03-27,2022-03-29,7100,TACO BELL 30796,Dining,10.93,
2022-03-27,2022-03-29,7100,SAFEWAY #1138,Merchandise,79.01,
2022-03-28,2022-03-28,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,531.11
2022-03-28,2022-03-28,7100,APPLE.COM/BILL,Internet,0.99,
2022-03-26,2022-03-28,7100,IN N OUT BURGER 257,Dining,20.45,
2022-03-25,2022-03-28,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-25,2022-03-26,7100,TST* HALF MOON BAY BRE,Dining,190.00,
2022-03-25,2022-03-26,7100,PEET'S #04502,Dining,3.95,
2022-03-24,2022-03-25,7100,CHIPOTLE 1102,Dining,21.81,
2022-03-24,2022-03-25,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-03-24,2022-03-25,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-03-24,2022-03-25,7100,TANIS KITCHEN,Dining,43.00,
2022-03-24,2022-03-25,7100,TANIS KITCHEN,Dining,50.00,
2022-03-25,2022-03-25,7100,APPLE.COM/BILL,Internet,14.99,
2022-03-25,2022-03-25,7100,APPLE.COM/BILL,Internet,19.99,
2022-03-24,2022-03-25,7100,REDWOOD SKYLINE,Dining,8.76,
2022-03-24,2022-03-25,7100,ATT* BILL PAYMENT,Phone/Cable,94.92,
2022-03-23,2022-03-25,7100,PCHRG INC,Dining,300.00,
2022-03-23,2022-03-24,7100,SMCCD CSM BOOKSTORE,Merchandise,5.49,
2022-03-23,2022-03-24,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-03-23,2022-03-23,7100,TST* HALF MOON BAY BRE,Dining,180.00,
2022-03-22,2022-03-23,7100,SMCCD CSM BOOKSTORE,Merchandise,7.35,
2022-03-22,2022-03-23,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-03-22,2022-03-23,7100,DOORDASH*MCDONALDS,Dining,,5.00
2022-03-22,2022-03-23,7100,DOORDASH*BONCHON,Dining,,5.00
2022-03-21,2022-03-23,7100,TOP POT,Dining,175.00,
2022-03-22,2022-03-23,7100,DD DOORDASH TACOBELL,Dining,,5.00
2022-03-22,2022-03-23,7100,DD DOORDASH PHOLITTLE,Dining,,5.00
2022-03-21,2022-03-22,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-21,2022-03-22,7100,TARGET        00011221,Merchandise,29.58,
2022-03-21,2022-03-22,7100,Amazon.com*1N70K0U11,Merchandise,71.09,
2022-03-19,2022-03-21,7100,TST* Steins Beer Garde,Dining,152.20,
2022-03-19,2022-03-21,7100,MCDONALDS  F6641,Dining,21.42,
2022-03-18,2022-03-21,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-19,2022-03-21,7100,TOP POT,Dining,155.00,
2022-03-18,2022-03-19,7100,CENTURY THEATRES 444,Dining,8.50,
2022-03-18,2022-03-19,7100,FANDANGO    *,Entertainment,14.54,
2022-03-18,2022-03-19,7100,REDWOOD SKYLINE,Dining,8.76,
2022-03-18,2022-03-19,7100,PEET'S #04502,Dining,3.95,
2022-03-17,2022-03-19,7100,PCHRG INC,Dining,220.00,
2022-03-18,2022-03-19,7100,CHEVRON 0370118,Gas/Automotive,58.03,
2022-03-17,2022-03-18,7100,PEET'S #04502,Dining,3.95,
2022-03-16,2022-03-18,7100,TACO BELL 30796,Dining,6.00,
2022-03-16,2022-03-18,7100,SMCCD CSM BOOKSTORE,Merchandise,4.98,
2022-03-16,2022-03-18,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-16,2022-03-18,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-16,2022-03-17,7100,FB COMMUNITY MOBI,Merchandise,29.50,
2022-03-15,2022-03-17,7100,SAFEWAY #1138,Merchandise,38.95,
2022-03-15,2022-03-16,7100,SMCCD CSM BOOKSTORE,Merchandise,1.00,
2022-03-15,2022-03-16,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-03-16,2022-03-16,7100,AAA INSURANCE,Insurance,249.75,
2022-03-15,2022-03-16,7100,CHEVRON 0370118,Gas/Automotive,21.50,
2022-03-14,2022-03-16,7100,YUMMY SZECHUAN,Dining,57.55,
2022-03-14,2022-03-15,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-03-14,2022-03-15,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-03-14,2022-03-15,7100,FANDANGO,Entertainment,24.18,
2022-03-13,2022-03-15,7100,SAFEWAY #1138,Merchandise,49.92,
2022-03-14,2022-03-14,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1816.57
2022-03-13,2022-03-14,7100,DD DOORDASH TACOBELL,Dining,13.10,
2022-03-11,2022-03-14,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-11,2022-03-14,7100,IN N OUT BURGER 257,Dining,10.23,
2022-03-11,2022-03-12,7100,REDWOOD SKYLINE,Dining,9.81,
2022-03-11,2022-03-12,7100,PEET'S #04502,Dining,3.95,
2022-03-11,2022-03-12,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-03-10,2022-03-12,7100,PCHRG INC,Dining,230.30,
2022-03-10,2022-03-11,7100,SMCCD CSM BOOKSTORE,Merchandise,5.00,
2022-03-10,2022-03-11,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-09,2022-03-10,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-03-09,2022-03-10,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-09,2022-03-10,7100,MAJIKKU RAMEN,Dining,45.00,
2022-03-08,2022-03-09,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-08,2022-03-09,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-08,2022-03-09,7100,SQ *PEDRO POINT BREWIN,Merchandise,51.25,
2022-03-08,2022-03-09,7100,THE GREEN ENCHILADA,Dining,20.13,
2022-03-07,2022-03-09,7100,SAFEWAY #1138,Merchandise,57.12,
2022-03-08,2022-03-08,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,600.00
2022-03-07,2022-03-08,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-07,2022-03-08,7100,CHEVRON 0092712,Gas/Automotive,45.09,
2022-03-07,2022-03-08,7100,Amazon.com*1W4O479P0,Merchandise,19.68,
2022-03-06,2022-03-08,7100,STARBUCKS STORE 54501,Dining,9.20,
2022-03-06,2022-03-07,7100,KINOKUNIYA BOOKSTORES,Merchandise,17.50,
2022-03-06,2022-03-07,7100,JAPANGELES,Merchandise,74.48,
2022-03-05,2022-03-07,7100,KANG HODONG BAEKJEONG,Dining,260.00,
2022-03-05,2022-03-07,7100,JTI*TWITCHTV SUB SRVCS,Other Services,4.99,
2022-03-05,2022-03-07,7100,JITLADA THE ORIGINAL S,Dining,170.00,
2022-03-06,2022-03-07,7100,SQ *KORAKU GROUP INC,Dining,48.00,
2022-03-05,2022-03-07,7100,ESCALA,Dining,15.00,
2022-03-05,2022-03-07,7100,SQ *OAKOBING,Dining,12.87,
2022-03-04,2022-03-07,7100,MONSIEUR MARCEL GOURME,Merchandise,117.49,
2022-03-05,2022-03-07,7100,DD DOORDASH DAYBIRD,Dining,38.80,
2022-03-04,2022-03-05,7100,SQ *GREEN MAYA COFFEE,Dining,11.00,
2022-03-04,2022-03-05,7100,TEN RAMEN,Dining,65.00,
2022-03-03,2022-03-04,7100,SMCCD CSM BOOKSTORE,Merchandise,5.00,
2022-03-03,2022-03-04,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-03,2022-03-04,7100,SFO BOURBON PUB,Dining,60.00,
2022-03-02,2022-03-03,7100,SHABUWAY,Dining,35.00,
2022-03-02,2022-03-03,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-02,2022-03-03,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-01,2022-03-03,7100,TOP POT,Dining,167.92,
2022-03-02,2022-03-03,7100,REDWOOD SKYLINE,Dining,8.76,
2022-03-01,2022-03-03,7100,WANG DAE BAK,Dining,135.00,
2022-03-01,2022-03-03,7100,60776-SFO PREPAID PARK,Gas/Automotive,45.00,
2022-03-01,2022-03-02,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-03-01,2022-03-02,7100,AMAZON.COM*1W1J99L20 A,Merchandise,15.92,
2022-02-28,2022-03-02,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-28,2022-03-02,7100,SAFEWAY #1138,Merchandise,43.65,
2022-02-28,2022-03-02,7100,SAFEWAY #1138,Merchandise,9.46,
2022-03-01,2022-03-02,7100,Spotify USA,Phone/Cable,9.99,
2022-03-01,2022-03-01,7100,Amazon.com*1I6QM9YU0,Merchandise,38.27,
2022-02-28,2022-03-01,7100,PEET'S #04502,Dining,4.25,
2022-02-28,2022-03-01,7100,DD DOORDASH WINGSTOP,Dining,33.36,
2022-02-28,2022-02-28,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1312.47
2022-02-28,2022-02-28,7100,APPLE.COM/BILL,Internet,0.99,
2022-02-27,2022-02-28,7100,DD DOORDASH TACOBELL,Dining,16.73,
2022-02-26,2022-02-28,7100,CHEVRON 0097927,Gas/Automotive,53.52,
2022-02-25,2022-02-28,7100,SAFEWAY #1138,Merchandise,9.76,
2022-02-24,2022-02-26,7100,TOP POT,Dining,167.92,
2022-02-25,2022-02-26,7100,PEET'S #04502,Dining,3.25,
2022-02-24,2022-02-25,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-02-24,2022-02-25,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-24,2022-02-25,7100,MCDONALDS  F6641,Dining,10.71,
2022-02-25,2022-02-25,7100,APPLE.COM/BILL,Internet,14.99,
2022-02-24,2022-02-24,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,494.09
2022-02-23,2022-02-24,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-23,2022-02-24,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-22,2022-02-23,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-22,2022-02-23,7100,MAJIKKU RAMEN,Dining,160.00,
2022-02-22,2022-02-23,7100,REDWOOD SKYLINE,Dining,8.76,
2022-02-22,2022-02-23,7100,CHEVRON 0370118,Gas/Automotive,33.04,
2022-02-21,2022-02-23,7100,SAFEWAY #1138,Merchandise,45.72,
2022-02-21,2022-02-22,7100,PEET'S #04502,Dining,23.50,
2022-02-20,2022-02-21,7100,DD DOORDASH TACOBELL,Dining,16.73,
2022-02-19,2022-02-21,7100,IN N OUT BURGER 257,Dining,20.45,
2022-02-16,2022-02-19,7100,PCHRG INC,Dining,140.00,
2022-02-17,2022-02-19,7100,WANG DAE BAK,Dining,160.00,
2022-02-17,2022-02-18,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-17,2022-02-18,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-02-17,2022-02-18,7100,REDWOOD SKYLINE,Dining,8.76,
2022-02-17,2022-02-18,7100,AMZN MKTP US*440WX6OS3,Merchandise,27.23,
2022-02-16,2022-02-17,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-15,2022-02-17,7100,SAFEWAY #1138,Merchandise,47.16,
2022-02-15,2022-02-16,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-14,2022-02-16,7100,ALASKA A  0272128601476,Airfare,378.50,
2022-02-16,2022-02-16,7100,AAA INSURANCE,Insurance,249.75,
2022-02-15,2022-02-16,7100,Amazon.com*AJ33B9313,Merchandise,14.27,
2022-02-14,2022-02-15,7100,SMCCD CSM BOOKSTORE,Merchandise,2.49,
2022-02-14,2022-02-15,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-15,2022-02-15,7100,ALLIANZ TRAVEL INS,Insurance,23.66,
2022-02-14,2022-02-14,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1215.29
2022-02-11,2022-02-14,7100,PCHRG INC,Dining,168.00,
2022-02-13,2022-02-14,7100,SQ *PHILZ COFFEE,Dining,9.55,
2022-02-13,2022-02-14,7100,DOORDASH*MCDONALDS,Dining,27.56,
2022-02-11,2022-02-14,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-02-11,2022-02-14,7100,IN N OUT BURGER 257,Dining,10.23,
2022-02-11,2022-02-12,7100,PEET'S #04502,Dining,3.25,
2022-02-11,2022-02-12,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-02-10,2022-02-12,7100,PCHRG INC,Dining,160.00,
2022-02-10,2022-02-11,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-02-10,2022-02-11,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-10,2022-02-11,7100,ATT* BILL PAYMENT,Phone/Cable,94.52,
2022-02-10,2022-02-11,7100,CHEVRON 0204974,Gas/Automotive,29.46,
2022-02-09,2022-02-11,7100,SAFEWAY #1138,Merchandise,21.99,
2022-02-10,2022-02-10,7100,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,736.98
2022-02-09,2022-02-10,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-08,2022-02-09,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-08,2022-02-09,7100,NIJIYA MARKET #63,Merchandise,46.60,
2022-02-08,2022-02-09,7100,REDWOOD SKYLINE,Dining,2.95,
2022-02-07,2022-02-08,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-02-07,2022-02-08,7100,DOORDASH*TACO BELL,Dining,13.46,
2022-02-06,2022-02-08,7100,SAFEWAY #1138,Merchandise,32.62,
2022-02-07,2022-02-08,7100,AMZN Mktp US*SR9KD65A3,Merchandise,21.94,
2022-02-05,2022-02-07,7100,JTI*TWITCHTV SUB SRVCS,Other Services,3.99,
2022-02-06,2022-02-07,7100,DOORDASH*MCDONALDS,Dining,32.01,
2022-02-05,2022-02-07,7100,SHELL OIL 10014595002,Gas/Automotive,6.12,
2022-02-06,2022-02-07,7100,DOORDASH*BONCHON,Dining,184.33,
2022-02-05,2022-02-07,7100,YARD HOUSE 0108373,Dining,168.77,
2022-02-05,2022-02-05,7100,TST* Blue Line Pizza -,Dining,7.91,
2022-02-04,2022-02-05,7100,REDWOOD SKYLINE,Dining,8.76,
